Kürzel,Kanton,Name,Stimmberechtigte,Abgegebene Stimmen,Beteiligung in %,Gültige Stimmzettel,Ja,Nein,Ja in %
,,10.03.1985 Verlängerung bezahlte Ferien,4134052,1430370,35,1408680,489995,918685,35
,,10.03.1985 Ausbildungsbeiträge,4134052,1422205,34,1368571,651854,716717,48
,,10.03.1985 Beiträge Gesundheitswesen,4134052,1422147,34,1371430,726781,644649,53
,,10.03.1985 Beiträge Primarschulunterricht,4134052,1421438,34,1373103,802882,570221,59
,,02.12.1984 Hilfe für Opfer von Gewaltverbrechen,4123190,1551262,38,1512255,1241377,270878,82
,,02.12.1984 Radio- und Fernsehartikel,4123190,1547742,38,1457424,1001888,455536,69
,,02.12.1984 Mutterschutz-Initiative,4123190,1552010,38,1530416,241442,1288974,16
,,23.09.1984 Umweltgerechte Energieversorgung,4114658,1712397,42,1690683,773767,916916,46
,,23.09.1984 Zukunft ohne neue Atomkraftwerke,4114658,1713477,42,1694037,762792,931245,45
,,20.05.1984 Gegen den Ausverkauf der Heimat,4097762,1740736,43,1712951,837997,874954,49
,,20.05.1984 Banken-Initiative,4097762,1742351,43,1723601,464637,1258964,27
,,26.02.1984 Zivildienst-Initiative,4087215,2156780,53,2132895,771413,1361482,36
,,26.02.1984 Einführung Autobahnvignette,4087215,2157456,53,2137548,1132497,1005051,53
,,26.02.1984 Erhebung Schwerverkehrsabgae,4087215,2156592,53,2137245,1254489,882756,59
,,04.12.1983 Erleichterung Einbürgerungen,4073941,1461270,36,1437922,644669,793253,45
,,04.12.1983 Bürgerrechtsregelung,4073941,1459793,36,1435538,872981,562557,61
,,27.02.1983 Energieartikel,4034694,1306593,32,1275532,649485,626047,51
,,27.02.1983 Neuregelung Treibstoffzölle,4034694,1307873,32,1289005,679134,609871,53
,,28.11.1982 Gegenentwurf zur Preisüberwachungs-Initiative,4022995,1324471,33,1302194,281132,851006,25
,,28.11.1982 Preisüberwachungs-Initiative,4022995,1324471,33,1302194,730938,530523,58
,,06.06.1982 Ausländergesetz,3999674,1406966,35,1370672,680404,690268,50
,,06.06.1982 Strafgesetzbuch,3999674,1407028,35,1382671,880880,501791,64
,,29.11.1981 Weiterführung Finanzordnung,3976769,1207049,30,1186835,818327,368508,69
,,14.06.1981 Konsumentenschutzartikel,3958455,1341560,34,1309006,858012,450994,66
,,14.06.1981 Gleichstellung von Mann und Frau,3958455,1343601,34,1323587,797702,525885,60
,,05.04.1981 Neue Ausländerpolitik,3947890,1574500,40,1556684,252531,1304153,16
,,30.11.1980 Brotgetreideordnung,3935792,1649769,42,1594016,1012812,581204,64
,,30.11.1980 Alkoholeinnahmen,3935792,1648859,42,1587227,1127595,459632,71
,,30.11.1980 Kantonsanteil Stempelabgaben,3935792,1647982,42,1574755,1059760,514995,67
,,30.11.1980 Gurten- und Schutzhelmobligatorium,3935792,1655324,42,1633109,841901,791208,52
,,02.03.1980 Neuordnung Landesversorgung,3907773,1346756,35,1298016,1117007,181009,86
,,02.03.1980 Trennung Kirche und Staat,3907773,1354703,35,1334050,281475,1052575,21
,,20.05.1979 Atomgesetz,3876719,1459155,38,1427056,982634,444422,69
,,20.05.1979 Umsatz- und direkte Bundessteuer,3876719,1459922,38,1436415,496882,939533,35
,,18.02.1979 Volksrechte und Atomsicherheit,3867603,1917562,50,1886407,920480,965927,49
,,18.02.1979 Gegen Suchtmittelreklame,3867603,1916545,50,1888601,773485,1115116,41
,,18.02.1979 Fuss- und Wanderwege,3867603,1916529,50,1891415,1467357,424058,78
,,18.02.1979 Stimmrecht für 18-Jährige,3867603,1917722,50,1898822,934073,964749,49
,,03.12.1978 Berufsbildungsgesetz,3857162,1664912,43,1610125,902379,707746,56
,,03.12.1978 Sicherheitspolizei,3857162,1669239,43,1644031,723719,920312,44
,,03.12.1978 Tierschutzgesetz,3857162,1668916,43,1639297,1339252,300045,82
,,03.12.1978 Milchwirtschaftsbeschluss,3857162,1664404,43,1594991,1092586,502405,69
,,24.09.1978 Gründung des Kantons Jura,3848961,1618463,42,1591714,1309841,281873,82
,,28.05.1978 12 autofreie Sonntage,3835650,1884357,49,1869366,678162,1191204,36
,,28.05.1978 Hochschulförderung,3835650,1875881,49,1829478,792458,1037020,43
,,28.05.1978 Schwangerschaftsabbruch,3835650,1874512,49,1792252,559103,1233149,31
,,28.05.1978 Zolltarifgesetz,3835650,1867991,49,1773075,971908,801167,55
,,28.05.1978 Zeitgesetz,3835650,1879954,49,1850238,886376,963862,48
,,26.02.1978 Konjunkturartikel,3821750,1834367,48,1714764,1172130,542634,68
,,26.02.1978 Herabsetzung AHV-Alter,3821750,1847239,48,1828237,377017,1451220,21
,,26.02.1978 9. AHV-Revision,3821750,1846139,48,1817710,1192144,625566,66
,,26.02.1978 Mitbestimmung im Nationalstrassenbau,3821750,1842057,48,1800793,696501,1104292,39
,,04.12.1977 Ausgleich des Bundeshaushaltes,3816824,1456666,38,1392391,869266,523125,62
,,04.12.1977 Ziviler Ersatzdienst,3816824,1461173,38,1419601,533733,885868,38
,,04.12.1977 Politische Rechte,3816824,1454520,38,1362824,809862,552962,59
,,04.12.1977 Reichtumssteuer-Initiative,3816824,1461486,38,1438132,637994,800138,44
,,25.09.1977 Fristenlösungs-Initiative,3811426,1979163,52,1924255,929325,994930,48
,,25.09.1977 Unterschriftenzahl für Initiativen,3811426,1968023,52,1883645,1068157,815488,57
,,25.09.1977 Unterschriftenzahl für Referenden,3811426,1967555,52,1894047,1095631,798416,58
,,25.09.1977 Albatrosinitiative,3811426,1969501,52,1898210,740842,1157368,39
,,25.09.1977 Gegenentwurf zur Mieterschutzinitiative,3811426,1966181,52,1886434,777604,944806,45
,,25.09.1977 Mieterschutzinitiative,3811426,1966181,52,1886434,796825,1043798,43
,,12.06.1977 Steuerharmonisierung,3795796,1894655,50,1848724,1133652,715072,61
,,12.06.1977 Umsatz- und direkte Bundessteuer,3795796,1898268,50,1877874,760830,1117044,41
,,13.03.1977 Neuordnung Staatsvertragsreferendum (Gegenentwurf),3785693,1701901,45,1604447,978999,502825,66
,,13.03.1977 Neuordnung Staatsvertragsreferendum (Initiative),3785693,1701901,45,1604447,351127,1158376,23
,,13.03.1977 Beschränkung der Einbürgerungen,3785693,1711973,45,1685055,568867,1116188,34
,,13.03.1977 IV. Ueberfremdungsinitiative,3785693,1711055,45,1678724,495904,1182820,30
,,05.12.1976 40-Stunden-Woche,3772466,1703499,45,1686050,370228,1315822,22
,,05.12.1976 Preisüberwachung,3772466,1699618,45,1665155,1365788,299367,82
,,05.12.1976 Geld- und Kreditpolitik,3772466,1691511,45,1575666,1108413,467253,70
,,26.09.1976 Haftpflichtversicherung für Motorfahrzeuge und Fahrräder,3766161,1263198,34,1241300,301587,939713,24
,,26.09.1976 Radio- und Fernsehartikel,3766161,1261980,34,1227367,531328,696039,43
,,13.06.1976 Neukonzeption Arbeitslosenversicherung,3756474,1296974,35,1268761,866211,402550,68
,,13.06.1976 IDA-Darlehen,3756474,1296862,35,1264852,550865,713987,44
,,13.06.1976 Raumplanungsgesetz,3756474,1298665,35,1280367,626134,654233,49
,,21.03.1976 Steuerinitiative,3750162,1474085,39,1418883,599053,819830,42
,,21.03.1976 Gegenentwurf zur Mitbestimmungsinitiative,3750162,1479405,39,1457959,431690,974695,31
,,21.03.1976 Mitbestimmung der Arbeitnehmer,3750162,1479405,39,1457959,472094,966140,33
,,07.12.1975 Ein-/Ausfuhr Landwirtschaftsprodukte,3737823,1161817,31,1128637,587148,541489,52
,,07.12.1975 Wasserwirtschaft,3737823,1156219,31,1107763,858720,249043,78
,,07.12.1975 Niederlassungsfreiheit und Unterstützungsregelung,3737823,1155136,31,1113728,842165,271563,76
,,08.06.1975 Erschwerung Ausgabenbeschlüsse,3719992,1369259,37,1344826,1021315,323511,76
,,08.06.1975 Erhöhung Steuereinnahmen,3719992,1369699,37,1346683,753642,593041,56
,,08.06.1975 Generalzolltarif,3719992,1368532,37,1340939,646687,694252,48
,,08.06.1975 Finanzierung der Nationalstrassen,3719992,1369318,37,1349293,721313,627980,54
,,08.06.1975 Schutz der Währung,3719992,1369819,37,1348557,1153338,195219,86
,,02.03.1975 Konjunkturartikel,3717238,1054929,28,1028589,542745,485844,53
,,08.12.1974 Soziale Krankenversicherung (Gegenentwurf),3706105,1472162,40,1438337,457923,883179,34
,,08.12.1974 Soziale Krankenversicherung (Initiative),3706105,1472162,40,1438337,384155,1010103,28
,,08.12.1974 Erschwerung Ausgabenbeschlüsse,3706105,1465234,40,1394869,934633,460236,67
,,08.12.1974 Verbesserung Bundeshaushalt,3706105,1466781,40,1409674,625780,783894,44
,,20.10.1974 Gegen die Überfremdung,3702498,2604051,70,2570523,878891,1691632,34
,,02.12.1973 Tierschutzartikel,3665107,1282410,35,1240594,1041504,199090,84
,,02.12.1973 Steuerwirksame Abschreibungen,3665107,1280985,35,1226748,834792,391956,68
,,02.12.1973 Stabilisierung des Baumarktes,3665107,1283243,35,1252505,881662,370843,70
,,02.12.1973 Massnahmen im Kreditwesen,3665107,1282565,35,1244352,810307,434045,65
,,02.12.1973 Preisüberwachung,3665107,1283799,35,1257016,751173,505843,60
,,20.05.1973 Jesuiten- und Klosterartikel,3642756,1467494,40,1440000,791076,648924,55
,,04.03.1973 Forschungsartikel,3633517,999497,28,957485,617628,339857,65
,,04.03.1973 Bildungsartikel,3633517,999302,28,961842,507414,454428,53
,,03.12.1972 Abkommen mit der EWG,3628891,1920153,53,1854459,1344994,509465,73
,,03.12.1972 Einführung Volkspension (Gegenentwurf),3628891,1921226,53,1884775,1393797,418018,77
,,03.12.1972 Einführung Volkspension (Initiative),3628891,1921226,53,1884775,294511,1481488,17
,,24.09.1972 Waffenausfuhrverbot,3620937,1198239,33,1177879,585046,592833,50
,,04.06.1972 Schutz der Währung,3604099,963187,27,922138,808974,113164,88
,,04.06.1972 Stabilisierung des Baumarktes,3604099,963855,27,929621,774794,154827,83
,,05.03.1972 Mieterschutz,3600759,1285714,36,1238117,1057322,180795,85
,,05.03.1972 Gegenentwurf zur Wohnungsbau-Initiative,3600759,1285893,36,1244492,727629,432872,63
,,05.03.1972 Förderung des Wohnungsbaues,3600759,1285893,36,1244492,360262,835315,30
,,06.06.1971 Weiterführung der Finanzordnung,3565435,1346363,38,1279580,930878,348702,73
,,06.06.1971 Umweltschutz,3565435,1349608,38,1319290,1222931,96359,93
,,07.02.1971 Frauenstimmrecht,1654708,955321,58,944991,621109,323882,66
,,15.11.1970 Änderung Finanzordnung,1665753,682095,41,661082,366117,294965,55
,,27.09.1970 Wohnungs- und Familienschutz,1648062,722070,44,704458,344640,359818,49
,,27.09.1970 Förderung von Turnen und Sport,1648062,721383,44,702644,524361,178283,75
,,07.06.1970 Gegen die Überfremdung,1641777,1226658,75,1212361,557517,654844,46
,,01.02.1970 Inländische Zuckerwirtschaft,1634975,715486,44,700676,380023,320653,54
,,14.09.1969 Bodenrecht,1626593,535830,33,511818,286282,225536,56
,,01.06.1969 Eidg. technische Hochschulen,1623226,550592,34,521313,179765,341548,35
,,19.05.1968 Tabakbesteuerung,1606731,593258,37,574610,277229,297381,48
,,18.02.1968 Steueramnestie,1603763,670402,42,648155,400900,247255,62
,,02.07.1967 Gegen die Bodenspekulation,1591621,604472,38,590294,192991,397303,33
,,16.10.1966 Bekämpfung des Alkoholismus,1580573,759370,48,745509,174242,571267,23
,,16.10.1966 Auslandschweizerartikel,1580573,756585,48,721703,491220,230483,68
,,16.05.1965 Milchbeschluss,1556375,583161,38,559843,347059,212784,62
,,28.02.1965 Massnahmen Bauwirtschaft,1558090,930253,60,914186,507739,406447,56
,,28.02.1965 Massnahmen Kreditwesen,1558090,929696,60,912344,526599,385745,58
,,06.12.1964 Preiskontrollmassnahmen,1547405,606600,39,580888,461630,119258,80
,,24.05.1964 Berufsbildungsgesetz,1539434,570037,37,546649,375052,171597,69
,,02.02.1964 Steueramnestie,1535746,679971,44,658100,276236,381864,42
,,08.12.1963 Stipendien und Ausbildungsbeihilfen,1532921,639940,42,611631,479987,131644,79
,,08.12.1963 Weiterführung Finanzordnung,1532921,640868,42,611756,474786,136970,78
,,26.05.1963 Volksrecht und Atomwaffen,1523595,743469,49,725299,274061,451238,38
,,04.11.1962 Wahl des Nationalrates,1515920,550467,36,519790,331059,188731,64
,,27.05.1962 Taggelder des Nationalrates,1509718,585515,39,557966,176737,381229,32
,,27.05.1962 Natur- und Heimatschutz,1509718,585357,39,559415,442559,116856,79
,,01.04.1962 Verbot der Atomwaffen,1510038,839590,56,824033,286895,537138,35
,,03.12.1961 Uhrenstatut,1505074,690624,46,664862,443483,221379,67
,,22.10.1961 Einführung Gesetzesinitiative,1502509,602517,40,580287,170842,409445,29
,,05.03.1961 Treibstoffzoll für Nationalstrassenbau,1496380,946591,63,932847,434245,498602,47
,,05.03.1961 Leitungsanlagen für Treibstoffe,1496380,939939,63,902644,644797,257847,71
,,04.12.1960 Massnahmen Milchwirtschaft,1493734,743794,50,710124,400104,310020,56
,,29.05.1960 Preiskontrollmassnahmen,1488779,580472,39,557424,432219,125205,78
,,24.05.1959 Zivilschutzartikel,1479566,634144,43,611332,380631,230701,62
,,01.02.1959 Frauenstimmrecht,1480555,987843,67,978666,323727,654939,33
,,07.12.1958 Abkommen mit Italien zur Wasserkraft des Spöl,1477043,685433,46,666643,501170,165473,75
,,07.12.1958 Kursaalspiele,1477043,682936,46,655525,392620,262905,60
,,26.10.1958 44-Stunden-Woche,1476963,913333,62,902608,315790,586818,35
,,06.07.1958 Strassennetzverbesserung,1472828,624593,42,606634,515396,91238,85
,,06.07.1958 Filmwesen,1472828,623563,42,592239,362806,229433,61
,,11.05.1958 Neuordnung Finanzhaushalt,1471221,782942,53,768170,419265,348905,55
,,26.01.1958 Missbrauch wirtschaftlicher Macht,1469853,761393,52,742619,192297,550322,26
,,24.11.1957 Brotgetreideversorgung,1469328,668363,46,641063,401768,239295,63
,,24.11.1957 Atomenergie und Strahlenschutz,1469328,667842,46,635896,491745,144151,77
,,03.03.1957 Rundspruch und Fernsehen,1464540,775463,53,747846,319766,428080,43
,,03.03.1957 Zivilschutzartikel,1464540,777715,53,750661,361028,389633,48
,,30.09.1956 Ausgabenbeschlüsse,1459824,639896,44,607777,276660,331117,46
,,30.09.1956 Revision der Brotgetreideordnung,1459824,641604,44,619135,239890,379245,39
,,13.05.1956 Hilfe an die Holzverzuckerungs-AG Graubünden,1454269,765543,53,744837,316276,428561,43
,,13.05.1956 Wasserrechtskonzessionen,1454269,757492,52,721053,266222,454831,37
,,04.03.1956 Beschränkte Preiskontrolle,1454506,718548,49,699531,542425,157106,78
,,13.03.1955 Mieter- und Konsumentenschutzinitiative (Gegenentwurf),1447187,803692,56,781502,317934,449087,42
,,13.03.1955 Mieter- und Konsumentenschutzinitiative,1447187,803692,56,781502,392588,381130,51
,,05.12.1954 Schutz der Stromlandschaft Rheinau,1442668,748439,52,733444,229114,504330,31
,,24.10.1954 Finanzordnung 1955 bis 1958,1441310,674142,47,653715,457527,196188,70
,,20.06.1954 Hilfe an kriegsgeschädigte Auslandschweizer,1437972,584638,41,552394,243311,309083,44
,,20.06.1954 Fähigkeitsausweise,1437972,588832,41,567942,187729,380213,33
,,06.12.1953 Schutz der Gewässer,1433363,847808,59,825799,671565,154234,81
,,06.12.1953 Neuordnung Finanzhaushalt,1433363,864082,60,842381,354149,488232,42
,,19.04.1953 Postverkehrsgesetz,1426714,751168,53,734090,267659,466431,37
,,23.11.1952 Brotgetreideversorgung,1423658,803276,56,771590,583546,188044,76
,,23.11.1952 Preiskontrolle,1423658,803276,56,779298,489461,289837,63
,,05.10.1952 Luftschutzräume,1422239,748552,53,714598,110681,603917,16
,,05.10.1952 Tabaksteuer und AHV,1422239,748552,53,724892,492885,232007,68
,,06.07.1952 Deckung der Rüstungsausgaben,1419573,627396,44,609717,256195,353522,42
,,18.05.1952 Rüstungsfinanzierung und Schutz sozialer Errungenschaften,1418727,764841,54,750596,328341,422255,44
,,20.04.1952 Warenumsatzsteuer-Initiative,1417918,696494,49,681365,129243,552122,19
,,30.03.1952 Landwirtschaftsgesetz,1418381,909840,64,894761,483583,411178,54
,,02.03.1952 Bewilligungspflicht für Gasthöfe,1415536,567494,40,538838,248318,290520,46
,,08.07.1951 Öffentliche Unternehmungen und Kosten der Armee,1409091,529498,38,507582,165713,341869,33
,,15.04.1951 Gegenentwurf zur Freigeldinitiative,1408275,747604,53,710770,490326,209663,70
,,15.04.1951 Freigeldinitiative,1408275,747604,53,710770,88486,622284,12
,,25.02.1951 Autotransportordnung,1408346,738034,52,718046,318232,399814,44
,,03.12.1950 Finanzordnung 1951 bis 1954,1403731,781708,56,743835,516704,227131,70
,,03.12.1950 Wahl des Nationalrates,1403731,781691,56,668936,450395,218541,67
,,01.10.1950 Verhinderung der Spekulation,1400891,611803,44,587885,158794,429091,27
,,04.06.1950 Neuordnung Finanzhaushalt,1393317,771122,55,754151,267770,486381,36
,,29.01.1950 Förderung Wohnbautätigkeit,1394970,736767,53,721334,333878,387456,46
,,11.12.1949 Dienstverhältnis Bundesbeamte,1394818,1004362,72,987945,546160,441785,55
,,11.09.1949 Rückkehr zur direkten Demokratie,1389856,590950,43,553354,280755,272599,51
,,22.05.1949 Bekämpfung der Tuberkulose,1385582,845867,61,816415,202863,613552,25
,,22.05.1949 Nationalbankartikel,1385582,845867,61,762473,293650,468823,39
,,14.03.1948 Ordnung der Zuckerwirtschaft,1376490,778427,57,754053,272701,481352,36
,,06.07.1947 Gesetz über die AHV,1371760,1092849,80,1077532,862036,215496,80
,,06.07.1947 Revision Wirtschaftsartikel,1371760,1092849,80,1051217,556803,494414,53
,,18.05.1947 Wirtschaftsreform und Rechte der Arbeit,1364771,811088,59,783660,244415,539244,31
,,08.12.1946 Recht auf Arbeit,1359392,681489,50,650158,124792,525366,19
,,10.02.1946 Gütertransportordnung,1347483,878675,65,861501,289935,571566,34
,,25.11.1945 Für die Familie,1341980,745227,56,718879,548601,170278,76
,,21.01.1945 Gesetz über die Bundesbahnen,1327961,702401,53,685640,388831,296809,57
,,29.10.1944 Unlauterer Wettbewerb,1324498,674469,51,649418,343648,305770,53
,,03.05.1942 Reorganisation des Nationalrates,1283487,660818,52,628450,219629,408821,35
,,25.01.1942 Volkswahl Bundesrat,1278688,792424,62,775732,251605,524127,32
,,09.03.1941 Neuordnung Alkoholwesen,1261361,774843,61,757740,304867,452873,40
,,01.12.1940 Vorunterricht in der Armee,1254578,798085,64,780247,345430,434817,44
,,03.12.1939 Dienstverhältnis und Versicherung Bundespersonal,1241404,792899,64,771273,290238,481035,38
,,04.06.1939 Armee und Arbeitslosigkeit,1226873,671453,55,645162,445622,199540,69
,,22.01.1939 Einschränkung Dringlichkeitsklausel,1223536,569561,47,501056,346024,155032,69
,,22.01.1939 Verfassungsgerichtsbarkeit,1223536,569561,47,488663,141323,347340,29
,,27.11.1938 Übergangsordnung Finanzhaushalt,1223336,738307,60,704925,509387,195538,72
,,03.07.1938 Strafgesetzbuch,1219755,695939,57,670468,358438,312030,54
,,20.02.1938 Private Rüstungsindustrie (Gegenentwurf),1216756,661022,54,543077,394052,149025,73
,,20.02.1938 Private Rüstungsindustrie (Initiative),1216756,661022,54,484951,65938,419013,14
,,20.02.1938 Dringliche Bundesbeschlüsse und demokratische Volksrechte,1216756,661022,54,575833,87638,488195,15
,,20.02.1938 Rätoromanisch als Nationalsprache,1216756,661022,54,627818,574991,52827,92
,,28.11.1937 Verbot der Freimaurerei,1187637,783116,66,750307,234980,515327,31
,,08.09.1935 Initiative für die Totalrevision der Bundesverfassung,1193941,727063,61,707713,196135,511578,28
,,02.06.1935 Bekämpfung der Wirtschaftskrise,1194129,1007285,84,992667,425242,567425,43
,,05.05.1935 Verkehrsteilungsgesetz,1190054,751726,63,720123,232954,487169,32
,,24.02.1935 Neuordnung der militärischen Ausbildung,1189573,950680,80,936954,507434,429520,54
,,11.03.1934 Schutz der öffentlichen Ordnung,1167508,922184,79,908071,419399,488672,46
,,28.05.1933 Herabsetzung Löhne Bundespersonal,1154963,929849,81,916726,411536,505190,45
,,06.12.1931 Besteuerung des Tabaks,1124881,879063,78,848972,423523,425449,50
,,06.12.1931 Gesetz über die AHV,1124881,879063,78,851544,338032,513512,40
,,15.03.1931 Amtsdauer von Bundesbehörden,1104113,590442,54,554857,297938,256919,54
,,15.03.1931 Wahl des Nationalrats,1104113,590442,54,549435,296053,253382,54
,,08.02.1931 Ordensverbot,1100670,460440,42,418649,293845,124804,70
,,06.04.1930 Alkoholwesen,1093191,827636,76,815889,494248,321641,61
,,12.05.1929 Branntweinverbot,1075950,714510,66,694518,226794,467724,33
